Name,Content,AdditionalContent,Link,Organization
Maria la Gorda (West end of Cuba) 4325,"Bleaching : Depth of Area bleached: 5-20 m<br>	Reefzone bleached : Fore reef<br>   Percentage of live coral cover in the area:  No known<br>Percentage of live coral that is bleached: 	30-50%  <br>
Temp : 
Other :","Family :  
Species : Agaricia spp, Montastraea spp. and Porites spp.
Percent Damage : 30-50%
Survey Date : 11/2005
Source : Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu], Instituto de Oceanologa. Red de Monitoreo Voluntario de Alerta Temprana de Arrecifes Coralinos (Coral Reef Early Warning Volunteer Monitoring Network) on behalf of  Lic. Dorka Cobian   from the National Park of Pennsula de Guanahacabibes)",http://www.reefbase.org,2
Medanos de la Vela Centro 6203,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 2.53164556962025
Survey Date : 8/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C",http://www.reefbase.org,2
Medanos Vizcaynos 1 (cresta) 6090,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Medanos Vizcaynos 1 (profundo) 6091,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Medanos Vizcaynos 2 (cresta) 6092,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Medanos Vizcaynos 2 (profundo) 6093,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Medanos Vizcaynos 3 (cresta) 6094,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Medanos Vizcaynos 3 (profundo) 6095,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Medanos Vizcaynos 4 (cresta) 6096,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Medanos Vizcaynos 4 (profundo) 6097,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Media Luna (cresta) 6157,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 6/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001B",http://www.reefbase.org,2
Moal Boal 106,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 9/1998
Source : NOAA database",http://www.reefbase.org,2
N. Cayo de Dios (profundo) 6089,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 2.35294117647059
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
N. Cayo Pinos 1 6116,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
N. Cayo Pinos 2 6122,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
N. Medano de la Vela A (profundo) 6204,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 1.2987012987013
Survey Date : 8/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C",http://www.reefbase.org,2
N. Medano de la Vela B (profundo) 6205,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 2.8169014084507
Survey Date : 8/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C",http://www.reefbase.org,2
N.E. Ensenada de Cazones 6120,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Paraiso (Cayo Paraiso ) 2339,"Bleaching : Non-specific whitening observed associated with disease.
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 6/1998
Source : ReefBase",http://www.reefbase.org,2
Pasa Cachiboca 6167,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 2.88461538461538
Survey Date : 8/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C",http://www.reefbase.org,2
Piedra Grande (cresta) 6171,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C",http://www.reefbase.org,2
Playa Larga 1 (cresta) 6059,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Playa Larga 1 (profundo) 6058,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Playa Larga 2 (cresta) 6061,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 2.32558139534884
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Playa Larga 2 (profundo) 6060,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Playa Larga 3 (cresta) 6063,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Playa Larga 3 (profundo) 6062,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 3.48837209302326
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Playa Larga 4 (cresta) 6064,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Punta Breton 6195,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 1.53846153846154
Survey Date : 8/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C",http://www.reefbase.org,2
Punta Breten (cresta) 6196,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C",http://www.reefbase.org,2
Punta Frances 1 (cresta) 6057,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Punta Frances 1 (profundo) 6056,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 1.40845070422535
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Punta Frances 2 (cresta) 6055,"Bleaching : 
Temp : 
Other :","Family :  
Species : Diploria clivosa,Millepora complanata,Montastraea annularis,Siderastrea siderea,
Percent Damage : 4.76190476190476
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Punta Frances 2 (profundo) 6054,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
"Punta Frances, Isla de la Juventud 4318","Bleaching : Depth of Area bleached 	a) 12 m in patch reefs and spurs and groovesb) 12-35 m in spurs on buttress slope	<br>Reef zone:  a)Patch reefs on sandy bottoms and spurs and grooves b) Spurs on buttress slope <br>Percentage of live coral cover in the area	: a) 30-40% on patch reefs and spurs and grooves b) 80% on buttress slope	<br>Percentage of live coral that is bleached	 : a) 10-15% on patch reefs and spurs and grooves  b) 3% on buttress slope
Temp : 
Other :","Family :  
Species : Montastraea franksi and Agaricia spp.
Percent Damage : 10-15%
Survey Date : 11/2005
Source : Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu], Instituto de Oceanologa. Red de Monitoreo Voluntario de Alerta Temprana de Arrecifes Coralinos (Coral Reef Early Warning Volunteer Monitoring Network) on behalf of  M.Sc. Rodney Borrego from Marina Marlin Enterprise  .",http://www.reefbase.org,2
Punta Perdiz  (Bahia de Cochinos) 4076,"Bleaching : Bleaching was observed from shallow coral heads (5 m) to reef wall (25 m). <br> Percentage of live coral that bleached: 50% as average<br>Type/species of coral affected: <br>Montastraea annularis: 94% (at 5 m deep), Siderastrea siderea: 90% (at 12-25 m deep), Montastraea faveolata: 79% (at 9-12 m deep), Montastraea cavernosa: 29% (at 9-12 m deep), Brain corals (including Diploria spp.): 34% (at 9-12 m deep)
Temp : 31C at 20-25m
Other :","Family :  
Species : Montastraea annularis, Siderastrea siderea, Montastraea faveolata, Montastraea cavernosa and Diploria spp.
Percent Damage : 50%
Survey Date : 9/2005
Source : Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu], Instituto de Oceanologa. Red de Monitoreo Voluntario de Alerta Temprana de Arrecifes Coralinos (Coral Reef Early Warning Volunteer Monitoring Network) on behalf Early Warning Volunteer Monitoring Network, Elena de la Guardia, from the Centro de Investigaciones Marinas (CIM), of the University of Havana.",http://www.reefbase.org,2
"Reparto Flores, Havana City 4107","Bleaching : Reef zones that were affected: 	Reef slope   Percentage of live coral cover in the area:  Little more than 50%	Percentage of live coral that is bleached: 	 30-50%  Type/species of coral affected: Leptoseris cucullata (fully or patchy white), Agaricia spp. (fully or patchy white) and Siderastrea siderea (bluish).    Other observations	 Montastraea spp. was not significantly bleached .The site is close to a very organically polluted small river named Quibo, but because of depth the reefs does not seem to be significantly affected here.
Temp : 26C (regulator thermometer)
Other :","Family :  
Species : Leptoseris cucullata,  Agaricia spp. and Siderastrea siderea
Percent Damage : 30-50%
Survey Date : 10/2005
Source : Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu], Instituto de Oceanologa. Red de Monitoreo Voluntario de Alerta Temprana de Arrecifes Coralinos (Coral Reef Early Warning Volunteer Monitoring Network) on behalf of  Pedro Alcolado Jr.  student of the Faculty of Biology of the University of Havana)",http://www.reefbase.org,2
Rincon de Guanabo (East of Havana City) 4102,"Bleaching : Reef zones that were affected: 	Reef crest  and reef flat  <br>Percentage of live coral cover in the area: 38% <br>	Percentage of live coral that isbleached 65%<br>Type/species of coral affected: 	Siderastrea siderea (100% pale purple), Millepora complanata (90%, a few recently dead), Diploria strigosa (48%), Montastraea faveolata (44% pale yellowish),   Acropara palmata (28%, big white patches).<br>
Temp : 
Other :","Family :  
Species : Siderastrea siderea, Millepora complanata, Diploria strigosa, Montastraea faveolata,   Acropara palmata
Percent Damage : 50-75 %
Survey Date : 9/2005
Source : Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu], Instituto de Oceanologa. Red de Monitoreo Voluntario de Alerta Temprana de Arrecifes Coralinos (Coral Reef Early Warning Volunteer Monitoring Network) on behalf of Lic. Danai Macas  (biologist from the NGO Sibarimar and the Protected Area Rincn de Guanabo)",http://www.reefbase.org,2
S. Ensenada de Cazones (cresta) 6115,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S. Ensenada de Cazones (profundo) 6114,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0.970873786407767
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S.E. Cayo Largo (profundo) 6088,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S.E. Cayo. Diego Perez (profundo) 6109,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 1.70940170940171
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S.E. Cayo. Diego Perez 1 (profundo) 6110,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S.E. Cayo. Diego Perez 2 (cresta) 6111,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S.E. Cayo. Diego Perez 3 (cresta) 6113,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S.E. Cayo. Diego Perez 4 (profundo) 6112,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 0.970873786407767
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
S.E. Ensenada de Cazones 6117,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 3/2001
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A",http://www.reefbase.org,2
Santiago 216,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/1998
Source : Wilkinson, Clive",http://www.reefbase.org,2
south coast Cuba 424,"Bleaching : no bleaching
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : /1998
Source : Wilkinson, Clive. http://coral.aoml.noaa.gov/bulls/clive-bleaching.html",http://www.reefbase.org,2
Varadero 215,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/1998
Source : Wilkinson, Clive",http://www.reefbase.org,2
West of Santiago de Cuba 3961,"Bleaching : Poor bleaching (less than 15%) at 20-30 m deep. Nov. 5.2003
Temp : 
Other :","Family :  
Species : 
Percent Damage : <15%
Survey Date : 11/2003
Source : Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu] on behalf of the ScubaCuba Sierra Mar of  Cubanacn Nutica Volunteer Real Time Monitoring Network.",http://www.reefbase.org,2
Bavaro 29339,"Bleaching : 
Temp : Air temp 27 Deg C, water temp 27 Deg C
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 5/2011
Source : Reef Check submitted by Ruben Torres",http://www.reefbase.org,2
Bayahibe 29346,"Bleaching : 0% of recorded RKC on substrate is result of bleaching; high amount of silt and algal covering, floating algae can cause visibility to decrease; aspergillosis rare on gorgonians (~3%)
Temp : Air tempertaure 31 Deg C, water temperature 29 Deg C
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2011
Source : Reef Check submitted by jennifer Macy",http://www.reefbase.org,2
"Bayahibe, La Romana 29337","Bleaching : 
Temp : Air temp 31 Deg C, water temp 32 Deg C
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 5/2011
Source : Reef Check submitted by Ruben Torres",http://www.reefbase.org,2
"Bayahibe, Pedernalis 29342","Bleaching : 
Temp : Air temp 31 Deg C, water temp 30 Deg C
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2011
Source : Reef Check, submitted by Jenn Macy",http://www.reefbase.org,2
BCH001 6407,"Bleaching : 
Temp : 
Other :","Family :  
Species : Agaricia agaricites,Agaricia agaricites,Montastraea annularis,Montastraea faveolata,Montastraea faveolata,
Percent Damage : 5.19480519480519
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
BCH002 6409,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
BCH003 6408,"Bleaching : 
Temp : 
Other :","Family :  
Species : Porites astreoides,
Percent Damage : 
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
"Cabeza de Toro, Bavaro 29338","Bleaching : 
Temp : Air temp 27 Deg c, water temp 27 Deg C
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 5/2011
Source : Reef Check submitted by Ruben Torres",http://www.reefbase.org,2
CRO001 6410,"Bleaching : 
Temp : 
Other :","Family :  
Species : Montastraea annularis,Montastraea annularis,Montastraea annularis,
Percent Damage : 
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
CRO002 6413,"Bleaching : 
Temp : 
Other :","Family :  
Species : Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea franksi,Montastraea franksi,
Percent Damage : 5.43478260869565
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
CRO003 6411,"Bleaching : 
Temp : 
Other :","Family :  
Species : Agaricia agaricites,Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,
Percent Damage : 11.214953271028
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
CRO004 6412,"Bleaching : 
Temp : 
Other :","Family :  
Species : Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Porites porites,
Percent Damage : 7.54716981132075
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
CRO005 6414,"Bleaching : 
Temp : 
Other :","Family :  
Species : Agaricia agaricites,Montastraea faveolata,Montastraea franksi,Montastraea franksi,
Percent Damage : 1.02040816326531
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
CRO006 6415,"Bleaching : 
Temp : 
Other :","Family :  
Species : Meandrina meandrites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,
Percent Damage : 2.56410256410256
Survey Date : 7/2004
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2004",http://www.reefbase.org,2
Dominican Republic 2297,"Bleaching : Color of M. annularis changed to lavender-blue.
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : /1987
Source : ReefBase",http://www.reefbase.org,2
DR1-1 6393,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR1-2 6214,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR1-2 6391,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR1-3 6392,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 4.34782608695652
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR2-1 6395,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR2-2 6396,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR2-3 6394,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR3-1 6398,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR3-2 6399,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 3.44827586206897
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR3-3 6397,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 8.57142857142857
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR4-1 6401,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR4-2 6400,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 8.82352941176471
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR4-3 6404,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 5
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR5-1 6403,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR5-2 6402,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 6.45161290322581
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR6-1 6406,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
DR6-2 6405,"Bleaching : 
Temp : 
Other :","Family :  
Species : 
Percent Damage : 6.66666666666667
Survey Date : 8/2003
Source : Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: DominicanRep-2003",http://www.reefbase.org,2
"El Seibo, Miches 6977","Bleaching : Discoloration at tips of some species of corals, could be new growth or first stages of coral bleaching. Sea fans punctured and discolored. Because of transect orientation, some of the fish in transect component 1 may have been counted a second time in transect component 4.
Temp : Air temp 31 Deg C
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 12/2009
Source : Reef Check submitted by Darien Clary. Site ID :  68.57.41.6W.19.3.15.7N",http://www.reefbase.org,2
"El Seibo, Miches 6978","Bleaching : Asperaillosis: 0-20m = 20%; 25-45m = 20%; 50-70m = 5%; 75-95m = 5%.  In transect components 3 & 4, 90 % of the brain coral population had large dead parts. Not sure if this means that the coral is being killed or if it is rebounding and growing over previously dead coral.In the area, lobster fishing with compressors is supposedly illegal but this is not enforced. Most of the fishermen use air compressors to dive on the reefs. This is a popular site for lobster fishing and spear gun fishing on the reefs. Fishermen drop anchors on reef - could benefit from buoys.
Temp : Air temp 31 Deg C.
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 12/2009
Source : Reef Check submitted by Darien Clary. Site ID: 69.2.44.73W.19.2.47.25N",http://www.reefbase.org,2
"El Seibo, Miches 6979","Bleaching : Two Gorgonians were both 100% diseased; possible white band disease present; small percentage of coral bleaching present on hard corals; Manatee sighted!!!! 1 adult, 1 calf feeding in seagrass bed near reef.
Temp : Air temp 29 Deg C.
Other :","Family :  
Species : 
Percent Damage : 
Survey Date : 12/2009
Source : Reef Check Submitted by Darien Clary. Site ID 69.2.16.97W.19.0.1.236N",http://www.reefbase.org,2
